Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
6413,10.0,0.8484,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",saya di vaksin sinovac bahkan insecure anjing yang lain dapat astrazeneca
6414,9.0,0.6104,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",baru kemarin banget bpom ngizinin vaksin sinovac buat usia tahun nder correct me if i'm wrong
6415,5.0,0.4312,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",untuk yang sudah vaksin sinovac kurangi berkendara atau menjalankan mesin efek samping sinovac itu jadi sering ngantuk seperti orang kurang tidur dan bawaannya lapar melulu pengalaman pribadi lebih baik lagi bila bisa istirahat di rumah paling tidak seminggu
6416,4.0,0.7589,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",boleh itu karena benar crowded tadi dan tidak jelas bagaimana sistemnya tidak ada ditulis yang diprioritaskan umur sekian tahu yang tahun ke bawah suruh pulang karena hanya tersedia vaksin astrazeneca sudah begitu yang daftar online dan datang pagi kalah dengan yang lewat jalur titipan
6417,4.0,0.4555,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",dear pak sbg rakyat indonesia yang baru saja menerima dosis vaksin sinovac minggu lalu di puskesmas terdekat ijinkan saya berbagi pengalaman dan ide agar kegiatan vaksinasi berjalan lebih efektif dan semoga bisa dibantu share
6418,4.0,0.7121,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",ada yang punya informasi vaksin sinovac tidak ktp non dki di jakarta iya capek aku nyarinya
6419,5.0,0.6155,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",tadi pagi dapat vaksin sinovac oke katanya efek cuma ngantuk sama makan oke habis vaksin nafsu makanku bahkan hilang akhirnya maksa makan indomie sama minum youc sekarang ingin maksa tidur tapi tidak ngantuk tolong gabut sekali ingin nunggu update gengshing saja jam sore
6420,4.0,0.8864,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",guyss vaksin astrazeneca di jakarta yang terbuka untuk umum dimana yah
6421,9.0,0.6485,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",lak vaksin sinovac aku wingi luwe pol
6422,9.0,0.4356,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",ini vaksin covid tidak ada yang bentukan puyer apa iya phobia suntikan asli sudah saya
6423,4.0,0.7087,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",syarat perjalanan ke singapura juga harus ada sertifikat vaksin covid new normal mereka nantinya utuk makan nongkrong dan kegiatan lain yang berkerumun mereka harus menunjukkan bukti telah divaksin itu yang saya tahu dan mereka disiplin sekali
6424,4.0,0.6794,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",saya dan istri sudah vaksin tidak masalah dan terbukti berjuta juta rakyat yang vaksin sinovac tidak ada masalah
6425,5.0,0.6125,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",aku vaksin sinovac juga dan tidak ada efek apa apa eh ada ding tangan bekas suntik kerasa pegal sekali kmren
6426,5.0,0.7299,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",terpantau jam habis vaksin sinovac lapar dan ngantuk bund tapi memang jamnya makan siang dan tidur siang sih tertawa
6427,9.0,0.6182,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",seminar vaksin covid wkwkwk
6428,4.0,0.8864,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",min informasi vaksin astrazeneca dimana iya di bandung
6429,4.0,0.6476,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",di jakarta vaksin astrazeneca bebas domisili dimana yak
6430,4.0,0.6968,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",masyarakatnya di kasih vaksin sinovac pejabatnya di kasih vaksin astrazaneca dan kita jadi bahan percobaan sama negara tetangga
6431,4.0,0.6682,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",tidak bisa vaksin yang vaksinrst kata petugasnya tadi yang umur dibawah tidak bisa divaksin dengan alasan yang tersedia sekarang hanya vaksin astrazeneca yang sinovac sudah habis merasa terdzolim tertawa karena tidak ditulis yang diprioritaskan yang umur berapa di edarannya
6432,10.0,0.9173,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",iya adik sudah cuma memang vaksin astrazeneca lagi tidak ada terpaksa pakai sinovac dehh sedih
6433,9.0,0.697,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",dapat vaksin sinovac
6434,4.0,0.8869,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",vaksin presisi dibuka guna memfasilitasi masyarakat yang belum mendapatkan vaksin covid dan vaksin di gerai presisi tersebut tidak dipungut biaya lhoo eiits tetap pakai masker iya karena masker lindungi kita ayo vaksin
6435,4.0,0.899,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",orang mengantri vaksin covid seperti ibu ibu mengantri sama anaknya imunisasi polio di puskes
6436,8.0,0.325,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",bismillah bagi para twitter yang budiman butuh golongan darah a untuk transfusi darah labu syaratnya tidak pernah kena covid sm sekali atau sudah pernah vaksin covid x dengan jeda minimal mggu dr tanggal terakhir vaksin
6437,5.0,0.6805,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",bes aku umur habis vaksin sinovac berasa pusing dan tangan pegal tapi malam sebelumnya emg kurang tidur ditambah lagi haid juga menurut kalian bagaimana normal tidak
6438,4.0,0.5152,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",sekarang semua orang berlomba lomba mencari vaksin covid
6439,4.0,0.6224,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",selamat pagi mohon dibantu pengaduan saya no pengaduan sudah saya ajukan sejak tanggal juni sampai sekarang belum ada solusi hal ini terkait dengan nik saya yang tidak terdaftar di dukcapil pusat sehingga saya sampai saat ini tidak dapat memgikuti vaksin covid terima kasih
6440,5.0,0.7096,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",ini yang habis vaksin sinovac ada yang demam tidak aku hari ini demam sm pusing pas baru vaksin mual doang
6441,4.0,0.6651,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",gaes informasi dong vaksin sinovac ada dimana untuk ktp depok terima kasih
6442,6.0,0.5889,"vaksin, dosis, vaksinasi, covid, sinopharm, juta, indonesia, program, terima, gotong",setuju mas mjn vaksin untuk seluruh indonesia kalau juta orang prov x prov juta hari jadi kalau stock vaksinnya tersedia untuk juta orang paling hari kerja selesai tuh vaksin covid nya yang penting pemerintah siapkan vaksinnya dan rakyatnya mendukung penuh mau divaksin
6443,10.0,0.5371,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",apa ada yang salah sama saya sudah hampir seminggu ini tiap hari makan kambing dan masih mau terus apa ini efek dr vaksin astrazeneca
6444,4.0,0.58,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",bravo polri polri peduli vaksin covid masker lindungi kita
6445,5.0,0.4802,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",efek vaksin astrazeneca meriang selama jam tapi setelahnya sembuh sendiri badan fit lagi tertawa
6446,10.0,0.5512,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",itu yang terjadi pas aku lagi membicarakan soal vaksin sama teman teman aku dengan bodoh nya aku bilang vaksin sinovac menjadi vaksin sinoviac padahal teman teman di depan aku anak pinter dan intelek semua alhasil mereka ketawa dan aku malu
6447,9.0,0.5859,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",setauku yang di vaksin sinovac tidak ada uang gejala jadi tidak perlu ngapa sedang apa
6448,10.0,0.8184,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",apa yang harus dilakukan setelah vaksin sinovac misalnya makan apa atau jangan sedang apa kasih tauuu
6449,6.0,0.8254,"vaksin, dosis, vaksinasi, covid, sinopharm, juta, indonesia, program, terima, gotong",presiden joko widodo menargetkan sebanyak dua juta dosis vaksin covid per hari dapat dapat disuntikan ke masyarakat pada agustus nanti
6450,4.0,0.4939,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",bisa kepake tidak tuh kalau ke singapore denger ada yang sudah vaksin sinovac mau masuk sgp bahkan disrh vaksin lagi dg bayar sgd atau karantina mandiri bayar sgd heboh di medsos
6451,4.0,0.6972,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",bagai mana cara nendaftar ikut vaksin covid
6452,4.0,0.649,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",orang tuamu taunya aku miskin gapunya apa apa andai orang tuamu tahu kalau aku penjual vaksin covid langsung di nikahin kita
6453,6.0,0.3576,"vaksin, dosis, vaksinasi, covid, sinopharm, juta, indonesia, program, terima, gotong",sudah sekitar juta vaksin kedua juta target juta hari juta vaksin sebenernya pertanyaan saya lebih ke apa vaksin yang digunakan di indonesia efektif karena beberapa negara sudah bisa lepas masker ingat juga berita tentang penolakan haji akibat vaksin sinovac
6454,4.0,0.4387,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",mahasiswa diluar menguasai science and teknologi berlomba lomba membuat vaksin covid disini jago nya buat meme plus drama wa lah
6455,9.0,0.6123,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",finally sudah vaksin sinovac setelah vaksin berasa haus sekali sih
6456,5.0,0.7594,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",hari ke dan saya kok masih sakit kepala kalau malam panas siang kedinginan mual diare sakit badan kok bahkan begini yak astrazeneca
6457,4.0,0.9091,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",mohon informasi jadwal tempat penyedia vaksin covid yang memperbolehkan ktp luar malang terimakasih
6458,9.0,0.5422,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",di kelurahan tertawa vaksin sinovac
6459,4.0,0.9137,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",bila di daerah tempat tinggal kalian susah untuk dapat vaksin covid silahkan balas twit ini kesulitan apa di daerah tempat tinggal kalian sehingga susah dapat vaksin dn bebas untuk teman saling kasih informasi lokasi vaksin di daerah masing siapa tahu kita bisa saling bantu
6460,10.0,0.5804,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",lebih sakit jarum vaksin influenza dari pada vaksin covid
6461,10.0,0.5986,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",sama mau bertanya sih yakin tidak mau lekas vaksin covid bertanya doang
6462,6.0,0.6474,"vaksin, dosis, vaksinasi, covid, sinopharm, juta, indonesia, program, terima, gotong",selamat siang kami informasikan untuk vaksin yang digunakan pada program vaksinasi di kota tangerang menggunakan vaksin sinovac terima kasih bp
6463,4.0,0.3479,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",muncul lagi narasi narasi kalau vaksin sinovac tidak efektif dan astrazeneca adalah yang tidak laku di eropa karena banyak efek samping dan dibuang ke asia sumpah capek sekali kapan perdamaian bisa terwujud aku butuh bola naga
6464,4.0,0.8184,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",sertifikat vaksin covid bisa disekolahin di bpr tidak
6465,5.0,0.7599,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",temenku habis vaksin sinopharm h langsung demam pusing mual batuk flu ada ruam kemerahan sementara aku alhamdulillah cuma ngantuk linu pusing dikit
6466,4.0,0.4588,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",google maps jakarta kata kunci vaksin covid luar jakarta ada di balai kesehatan desa polsek polres balai polis dan lain-lain saat ini kita ada serbuan vaksinasi untuk mencapai jt hari melibatkan tni amp polri walk in cukup bawa id card ktp paspor
6467,9.0,0.5865,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",kalau belum tidur semaleman terus vaksin covid aman tidak tertawa
6468,4.0,0.4295,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",haloo mohon bantuan informasinya dimana masih ada dan bisa untuk vaksin sinovac dosis untuk ayah yang dilarang vaksin astrazeneca sama dokter
6469,4.0,0.5218,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",atau bisa hubungi hotline kemenkes ext untuk informasi mengenai vaksin covid ayo bersama melawan covid
6470,4.0,0.3813,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",selamat pagi saya rika indah winana mau bertanya kenapa tanggal lahir pada sertifikat vaksin covid tahap berbeda dengan ktp di ktp saya tertulis januari sedangkan pada sertifikat mei bagaimana apakah bisa dirubah dan bagaimna cara merubahnya
6471,10.0,0.772,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",hidup di tangan tuhan pak om saya umur th tante umur th tante lain th ke atas semua ada darah tinggi di vaksin sinovac santui santui saja dan sehat saja tidak ada keluhan
6472,6.0,0.2884,"vaksin, dosis, vaksinasi, covid, sinopharm, juta, indonesia, program, terima, gotong",pasien pak saya mau beli vaksin oknum vaksin yang untuk corona varian apa iya pasien yang varian terbaru pak oknum ok vaksin corona varian terbaru harga rb untuk jasa penyuntikan rb jadi total rb iya kakak
6473,6.0,0.6467,"vaksin, dosis, vaksinasi, covid, sinopharm, juta, indonesia, program, terima, gotong",selamat siang kami informasikan untuk vaksin yang digunakan pada program vaksinasi di kota tangerang menggunakan vaksin sinovac terima kasih bp
6474,4.0,0.5474,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",sial sekali pak rakyat indonesia jadi kelinci eksperimen macam vaksin covid
6475,4.0,0.697,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",jadi begini rasanya vaksin covid
6476,10.0,0.3645,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",in a serious question vaksin astrazeneca sama sinovac itu sebeda itu kah efek dan hasilnya
6477,10.0,0.5227,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",iya sediain nder emang pada dikasih buat umur belum bisa buat umur dibawah tapi terakhir baca berita vaksin sinovac atau apa begitu sudah boleh buat umur correct me if i'm wrong tapi gatau mulai berlaku kapan
6478,5.0,0.6705,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",tidak dapat efek lapar atau ngantuk dr vaksin sinovac justru ngilu perih di tangan yang di suntik hangat dan pusing bgtt kynya ini karena efek tensi rendah sih dibawa tidur alhamdulillah pagi ini bugar kembali
6479,4.0,0.8702,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",tanya dong informasi vaksin astrazeneca di cirebon bandung jakarta atau sekitarnya dimana
6480,10.0,0.8182,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",kemarin mencari vaksin sinovac kan
6481,10.0,0.3771,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",jujur takut tapi kala tidak di vaksin covid kapan beres
6482,10.0,0.4354,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",saya vaksin astrazeneca bahkan tidak ada demam anak vaksin sinovac kamis jumat demam sd hari ini
6483,10.0,0.5113,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",mas vaksinasi nakes kan sudah dimulai dari akhir tahun lalu kan iya untuk peningkatan kematian yang trjadi sekrang apakah ada data yang sudah divaksinasi atau tidak karena di mei sempat ada data efikasi vaksin sinovac pada nakes sebesar dan mencegah kematian
6484,5.0,0.5378,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",after vaksin sinovac h h cuma nafsu makan bertambah sama ngantuk h today mual dan vomited dikit dan tenggorokan gatel seperti batuk kecil gtu tapi tidak sering wajar tidak sih takuut
6485,4.0,0.3124,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",semoga cepat pulih kembali untuk anaknya om dulu pengalaman teman saya waktu vaksin covid astrazeneca demam hari alhamdulillah pulih kembali
6486,10.0,0.4804,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",kenapa sudah divaksin lengkap masih ada nakes yang gugur katanya vaksin membuat orang yang terkena covid tidak mengalami gejala berat apalagi meninggal terus apa fungsi vaksin covid kalau begitu rakyat monitor
6487,4.0,0.4901,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",geng ada yang tahu vaksin astrazeneca dan masih available dimana tidak tadi di citos penuh ini ke kemvil juga katanya sudah penuh
6488,5.0,0.395,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",hari setelah vaksin astrazeneca tidur enak badan seger sekali seperti hidup kembali
6489,10.0,0.6381,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",sama kok seperti teman saya sudah vaksin sinovac dosis tapi kemarin positive gejala otg jadi kesimpulannya sudah divaksin saja bisa terpapar apalagi belum semoga lekas negatif dan kita semua diberi kesehatan
6490,5.0,0.3047,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",diary vaksin covid suntikan pertama tempt vaksin dan kosan dekat jadi jaln kaki pulang pergi balik kosan langsung minum air es karena haus menit setelah vaksin memutuskan nonton drakor law school ep semoga bagus
6491,9.0,0.7727,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",bukannya seharusnya dia dapat vaksin sinovac iya
6492,2.0,0.4519,"temu, bayi, kontra, vaksin, desa, covid, halal, cacar, beli, adil",hingga senin juni kembali turunkan blokir konten hoaks seputar vaksin covid dari ruang digital sebanyak konten menkominfo good job
6493,5.0,0.6995,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",efek samping vaksin sinovac sama saja seperti vaksin imuninasi paling hanya pegal pusing dikit sama demam beberapa hari
6494,8.0,0.4416,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",vaksin covid today yang nyuntik mamak sendiri saket
6495,9.0,0.5625,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",efek vaksin sinovac check radaaak mbliyur gliyeng tapiiii tidak seberapa nemen
6496,4.0,0.5582,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",sebelumnya presiden joko widodo jokowi menginstruksikan pelaksanaan vaksin untuk anak anak usia tahun segera dimulai kelompok tersebut akan mendapatkan vaksin sinovac
6497,1.0,0.3546,"vaksin, sinovac, who, juni, guna, sinopharm, saudi, indonesia, tanggal, arab",dr sekian orang yang kukenal di vaksin sinovac tidak seperti gtu be terus yang memberikan plester it kmu sendiri juga
6498,10.0,0.8062,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",aku sudah vaksin sinovac dosis pertama alhamdulillah gakada gejala apapun asal kamu jujur sama petugasnya kamu ada sakit apa tidak
6499,10.0,0.4479,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",halo mas maaf baru balas saya dapat vaksin sinopharm dr vaksin gotong royong di kantor suami saya penyalurnya kimia farma dari hari ke agak meriang tapi masih ringan mas hari ini badan saya sedikit ngilu tapi tidak ada demam sama sekali sejak awal
6500,4.0,0.671,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",minta informasi vaksinasi yang sekarang sdg di lakukan di puspem kota tangerang itu vaksin sinovac atau astrazeneca iya min terima kasih
6501,9.0,0.4884,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",boleh bhak selain vaksin covid kan tapi kalau sinovac ke astrazeneca gaboleh dan sinovac mah aman karena virus yang dimatikan
6502,4.0,0.6177,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",teliti jangan percaya berita tidak berdata seputar vaksin covid semoga menangkap pelaku hoaks
6503,4.0,0.4528,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",sayang dikelurahanku belum ada suntik massal vaksin covid
6504,4.0,0.8089,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",pak kapan kami pekerja tower selular dapat kesempatan untuk vaksin covid pak kami setiap hari dari kota ke kota dari site ke site malam berkumpul tidur di homebase tanpa ada perlindungan vaksinasi mohon dapat prioritas untuk vaksin pak terima kasih
6505,8.0,0.4745,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",sekitar juta warga hongaria dari total populasi juta jiwa telah menerima vaksin covid sebelum kick off turnamen euro dimulai pada mei
6506,9.0,0.5256,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",maunya di vaksin gara gara vaksin banyak yang mati dan fakta sekrang setelah pada di vaksin corona semakin menggila berarti vaksin itu penyebab datangnya covid
6507,10.0,0.5488,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",alhamdulillah awal juli smoga keadaan dan harapan smakin membaik iya mbk g krasa sudah hampir th struggle sama pandemi yakk ngomong-ngomong aku belum vaksin covid kakak
6508,10.0,0.4571,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",mau vaksin astrazeneca dosis tentu bismillah aku memilih untuk terkapar seharian karena efek vaksin daripada harus kena virusnya langsung tapi sekali lagi aku mau aman jadi kalau ada keraguan atau kondisi tertentu yang dirasakan aku langsung lapor ke hematologku
6509,8.0,0.6021,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",saat aku menyampaikan hasil lab ke hematolog dan bertanya apa aku bisa vaksin beliau jawab mestinya aman komplikasi pembekuan darah terjadi pada orang dari juta penerima vaksin astrazeneca ambil kalkulator untuk hitung probabilitas
6510,10.0,0.7374,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",ternyata masih banyak penderita autoimmune atau komorbid lain yang masih ragu ragu untuk menerima vaksin covid aku ada riwayat apa antiphospholipid syndrome memutuskan untuk konsul dulu ke hematologku sampai akhirnya menerima vaksin astrazeneca juni
6511,1.0,0.5092,"vaksin, sinovac, who, juni, guna, sinopharm, saudi, indonesia, tanggal, arab",pagi saya semalam dapat sms dari diberitahu jika vaksin kedua saya di tanggal juli vaksin pertama saya baru kemarin tanggal juni lewat aplikasi halodoc jenis vaksin sinovac saya mau tanya apa tidak masalah itu jeda waktunya cuma hari bukannya hari
6512,4.0,0.389,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",vaksin sinopharm bagaimana dok please kabar baik pula
6513,6.0,0.3839,"vaksin, dosis, vaksinasi, covid, sinopharm, juta, indonesia, program, terima, gotong",jepang akan menyediakan juta dosis vaksin astrazeneca untuk indonesia pada juli kata menteri luar negeri indonesia retno marsudi
6514,9.0,0.8708,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",disuntik vaksin sinovac langsung jago tenis ternyata vaksinnya sinovac djokovic
6515,10.0,0.8863,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",jadi kita boleh vaksin lagi walopun sudah pernah vaksin sinovac setelah tahun iya
6516,5.0,0.4816,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",kemarin aku habis vaksin astrazeneca kan sumpah efek nya sampe aku susah tidur tapi buat kesehatan oke lah dari yang lemas sampai aku barusan muntah semua efek aku rasa
6517,4.0,0.6346,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",mantap trimakasih pak presideku tolong di kondisi kan untuk semua wilayah di seluruh tanah air indonesia tercinta ini pak agar semua masyarakat bisa mendapatkan vaksin covid ini dengan mudah dan tidak di persulit demi terciptanya pemutusan mata rantai virus covid ini
6518,4.0,0.698,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",pak dimana saya bisa mendapatkan vaksin astrazeneca sementara hampir semua faskes sudah mendistribusikan sinovac tolong dibantu pak
6519,5.0,0.6306,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",ini habis disuntik vaksin covid apa disuntik kafein tidak ngantuk ngantukkk
6520,9.0,0.5366,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",vaksin astrazeneca ini kayaknya buat ke o di suntikan pertama iya aku dulu sinovac ke o di suntikan kedua
6521,4.0,0.4735,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",sempat ragu yati rela berjam jam mengantre vaksin covid
6522,2.0,0.5422,"temu, bayi, kontra, vaksin, desa, covid, halal, cacar, beli, adil",harusnya sih itu obat tapi iya bgitulah jadi ramai gegara obat cacing dijadiin vaksin covid
6523,10.0,0.8486,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",setelah aku di vaksin sinovac ini banyak berita sangat meyakinkan astrazeneca better aduuhh
6524,9.0,0.8182,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",ada yang habis vaksin sinovac tidak mau bertanya dong
6525,4.0,0.6273,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",mantap bang saya curiga vaksin corona ini mengandung zat berbahaya bagi kesehatan tubuh manusia
6526,9.0,0.5697,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",astrazeneca juga katanya bagus kan cuma di us yang populer emang pfizer sama moderna kurang tahu vaksin covid sebenernya berapa lama
6527,10.0,0.4904,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",terima kasih juni saya akan ingat selalu bulan ini saya sering banget ke hospitals makan di banyak tempat baru saya turn to jabbed by vaksin sinovac tmn saya di pabrik pada kena covid well bye juni hai july lihat ada apa lagi nanti yang bisa diceritain hee
6528,9.0,0.5859,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",gais kalau habis vaksin covid tuh boleh donor darah apa tidak sih
6529,9.0,0.6672,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",iya soalnya kan besok pertama vaksin covid jadi exited sama besokkan ketemu banyak orang kawatir juga
6530,10.0,0.4203,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",habis vaksin covid smpe h ini rasanya nafsu makan meningkat haduh haduh susah kali di remnya rem blong
6531,4.0,0.5637,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",ingin di undang vaksin covid karena sudah lelah menunggu
6532,4.0,0.3499,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",untuk lokasinya di mana iya mas saat ini di jakarta lagi banyaknya di jenis vaksin sinovac sih
6533,9.0,0.402,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",kirain dapat yang astrazeneca bisa jadi si efek soalnya saudara yang dijkrta dapat vaksin sinovac hawanya oen tdr terus
